SKU,SKU_DESCRIPTION,CATEGORY,SUB_CATEGORY,COLOR_NAME,COLLECTION,SIZE,PLANNING_CATEGORY,LAUNCH_YEAR_SEASON,LAUNCH_DATE,PLANNING_STATUS,ASSORTMENT_STATUS,FULL_PRICE_RETAIL,VENDOR_NAME,VENDOR_COST,VENDOR_COST_USD,ITEM_MOQS
R126007-01,Pasha Kilim Area Rug - 5x8,RUGS,AREA,RUST,PASHA,5' x 8',RUGS - AREA + ROUND,2021 FALL,2021-09-09 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1799,Kirkit Rugs,580,580,
R120017-04,Jazba Jute Area Rug - 5x8,RUGS,AREA,NATURAL,JAZBA,5' x 8',RUGS - AREA + ROUND,2022 FALL,2022-09-14 00:00:00.000,ARCHIVED,ARCHIVED,399,Raj Overseas,183.43,183.43,
PM1001-55,Stamped Dust Bags - 08x08,Z. MISCELLANEOUS,PACKAGING : DUST BAGS,WHITE,DUST BAGS,,Z. MISC,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,0,Metropak Inc.,0.77,0.77,
D73008-01-S,Bellavista Shelf - Medium - Component,ACCENTS,MIRRORS,NATURAL,BELLAVISTA,,ACCENTS - MIRRORS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Cerio,29.16,29.16,
P56017-03-C,La Duna Lumbar Pillow - 12x48 - Cream - Cover,PILLOWS,OVERSIZED LUMBARS,CREAM,LA DUNA,"12"" x 48""",PILLOWS - OVERSIZED LUMBARS,2019 FALL,2019-09-26 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,279,Wayra,53,53,
R141022-05,Gita Washable Rug - 6x9- Ecru,RUGS,AREA,ECRU,GITA,,RUGS - AREA + ROUND,2025 SPRING,,DISCONTINUED,PD - CANCELLED,599,RMC,153.9,153.9,
P120023-02-C,"Emilia Hand-Knotted Lumbar Pillow  - 12""x48"" - Sage",PILLOWS,OVERSIZED LUMBARS,SAGE,EMILIA,"12"" x 48""",PILLOWS - OVERSIZED LUMBARS,2026 SPRING,2026-04-15 00:00:00.000,PRE-INTRO,PD - APPROVED,299,Raj Overseas,54.5,54.5,
R88022-01,Suhana Area Rug - 5x8 - Rose Clay,RUGS,AREA,ROSE CLAY,SUHANA,5' x 8',RUGS - AREA + ROUND,2022 SPRING,2022-04-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,899,Loloi Rugs,172.8,172.8,
T67001-01,Talari Indigo Throw,BLANKETS,THROWS : DECORATIVE,INDIGO,TALARI,,BLANKETS - THROWS,2017 MALI,2017-09-18 00:00:00.000,ARCHIVED,ARCHIVED,139,Aissata,40,40,
PROD-005,PRODUCT SAMPLE 5,Z. MISCELLANEOUS,PRODUCT SAMPLES,,PRODUCT SAMPLES,,Z. MISC,,,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,,Made and Modern,0,0,
R141024-07,Gita Washable Rug - 9x12 - Camel,RUGS,AREA,CAMEL,GITA,,RUGS - AREA + ROUND,2025 SPRING,,DISCONTINUED,PD - CANCELLED,1199,RMC,307.8,307.8,
F97020-01-F,Santo Round Ottoman - Replacement Frame - Ash,FURNITURE,OTTOMANS,ASH,SANTO,,FURNITURE - STOCKED,2022 FALL,2022-09-14 00:00:00.000,ARCHIVED,ARCHIVED,0,Safari Velution (EUR),113.5,132.167345,
D77009-01,Mekong Planter - Multiple Sizes,ACCENTS,PLANTERS,,,,ACCENTS - PLANTERS & VASES,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,85,,,0,
P120013-04-C,Daphne Pillow - 22x22 - Aegean,PILLOWS,SQUARE,AEGEAN,DAPHNE,"22"" x 22""",PILLOWS - ACCENT,2025 FALL,2025-09-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,129,Raj Overseas,23.22,23.22,
00004556-003-QU-W-004-B1,Ridge Bed - QU-W-004 - HB,FURNITURE,BEDS,WALNUT,RIDGE,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1290,1290,
P84022-02-C,Prisha Linen Pillow - 24x24 - Light Grey - Cover,PILLOWS,SQUARE,LIGHT GREY,PRISHA,"24"" x 24""",PILLOWS - ACCENT,2020 FALL,2020-09-15 00:00:00.000,ARCHIVED,ARCHIVED,129,Textile Artisans Guild aka Poornima,13,13,
00004556-008-FL-S-002-B3,SUMMIT BED - FL-S-002 - SR/SL,FURNITURE,BEDS,,SUMMIT,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,390,390,
R92001-04,Indra Dhurrie Runner - 2.5x8,RUGS,RUNNERS,BLUE,INDRA,2.5' x 8',RUGS - RUNNERS,2019 INDIA,2019-09-26 00:00:00.000,ARCHIVED,ARCHIVED,329,RugHauz,100,100,
R141017-04,Euclid Area Rug - 9x12 - Natural,RUGS,AREA,NATURAL,EUCLID,9' x 12',RUGS - AREA + ROUND,2025 FALL,2025-09-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,2399,RMC,648,648,
00004556-002-QU-W-006-B2,Laurel Bed - Low - QU-W-006 - FB,FURNITURE,BEDS,WALNUT,LAUREL,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,366,366,
00004556-002-KI-W-006-B3,Laurel Bed - Low - KI-W-006 - SR/SL,FURNITURE,BEDS,WALNUT,LAUREL,KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,316,316,
S83006-03-K,Kayan Nightstand - Mindi & Cane,FURNITURE,NIGHTSTANDS,,,,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
00004556-003-KI-W-006-B3,Ridge Bed - KI-W-006 - SR/SL,FURNITURE,BEDS,WALNUT,RIDGE,KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,333,333,
00004556-001-KI-W-004-B2,Laurel Bed - Tall - KI-W-004 - FB,FURNITURE,BEDS,WALNUT,LAUREL,KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,533,533,
SS-R00015,One-of-a-Kind: Itza Area Rug - Tobacco,RUGS,AREA,,,,RUGS - AREA + ROUND,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
B86007-28,Stonewashed Linen Duvet - Full/Queen - Truffle,BEDDING,DUVETS,TRUFFLE,STONEWASHED LINEN,FULL/QUEEN,BEDDING - DUVETS,2024 FALL,2024-09-24 00:00:00.000,ARCHIVED,ARCHIVED,289,Sampedro (EUR),79.98,93.1343106,
D119009-01,Tikal  Wood Tray - Rectangular - Small - Granadillo,TABLEWARE,SERVEWARE,GRANADILLO,TIKAL,,TABLEWARE,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,139,"Itza Wood, SA",33.8,33.8,
R88033-03,Tarak Flatweave Area Rug - 5x8 - Olive,RUGS,AREA,OLIVE,TARAK,5' x 8',RUGS - AREA + ROUND,2022 FALL,2022-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,799,Loloi Rugs,120,120,
B66008-02,Mercado Lidded Storage Basket - Black & Natural - Large,BASKETS,STORAGE,BLACK & NATURAL,MERCADO,,BASKETS,2020 MERCADO EXP,2020-09-02 00:00:00.000,ARCHIVED,ARCHIVED,179,Makaua,37,37,
P54009-01,Pizca Pillow,PILLOWS,SQUARE,,,,PILLOWS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,135,,,0,
00004556-002-CK-W-007-B3,Laurel Bed - Low - CK-W-007 - SR/SL,FURNITURE,BEDS,WALNUT,LAUREL,CAL-KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,348,348,
B86014-20,Stonewashed Linen Quilt - Full/Queen - Currant,BEDDING,QUILTS,CURRANT,STONEWASHED LINEN,FULL/QUEEN,BEDDING - QUILTS ETC.,2022 SPRING,2022-04-07 00:00:00.000,ARCHIVED,ARCHIVED,279,Sampedro (EUR),115.01,133.9256947,
00004556-001-TW-W-001-B2,Laurel Bed - Tall - TW-W-001 - FB,FURNITURE,BEDS,WALNUT,LAUREL,TWIN,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,340,340,
C84004-01,Tesso Lounge Chair - Cushion - Leather,FURNITURE,ACCENT CHAIRS,WARM CARAMEL,TESSO,,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,449,Accessories India,132,132,
00004556-002-CK-W-005-B1,LAUREL BED - LOW - CK-W-005 - HB,FURNITURE,BEDS,,LAUREL,CAL-KING,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1250,1250,
R88019-03,Zoya Jute Area Rug - 6x9,RUGS,AREA,NATURAL,ZOYA,6' x 9',RUGS - AREA + ROUND,2021 FALL,2021-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,699,Loloi Rugs,165.78,165.78,
00004556-001-TW-M-002-B3,Laurel Bed - Tall - TW-M-002 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,TWIN,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,323,323,
A65035-01,Riad By Hazel & Pine - 30x30 - Print Only,ACCENTS,ART,MULTI/MIXED,HAZEL & PINE,"30"" x 30""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,329,"Simply Framed, Inc",92.1,92.1,
00004556-003-CK-W-005-B3,RIDGE BED - CK-W-005 - SR/SL,FURNITURE,BEDS,,RIDGE,CAL-KING,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,343,343,
F83002-02,Lombok Rattan Lounge Chair - FULL ITEM - (Frame + Linen Cushion),FURNITURE,ACCENT CHAIRS,NATURAL,LOMBOK,,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,499,Djalin,141,141,
P56022-01-C,Invierno Lumbar Pillow - 12x30 - Grey - Cover,PILLOWS,SMALL LUMBARS,GREY,INVIERNO,"12"" x 30""",PILLOWS - ACCENT,2018 FALL,2018-10-04 00:00:00.000,ARCHIVED,ARCHIVED,229,Wayra,57,57,
B86009-02,Stonewashed Linen Shams - Standard Set (S/2) - Light Grey,BEDDING,SHAMS,LIGHT GREY,STONEWASHED LINEN,STANDARD,BEDDING - SHEETS ETC.,2018 PORTUGAL,2018-10-12 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,89,Sampedro (EUR),27.81,32.3839107,
D140027-01,Flores Ceramic Serving Platter,TABLEWARE,SERVEWARE,WHITE,FLORES,,TABLEWARE,2023 HOLIDAY,2023-10-12 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,129,Powered by People,44,44,
D86005-03,Stonewashed Linen Bath Robe - Sand Thin Stripe - X-Large,BATH,BATH ROBES,SAND THIN STRIPE,STONEWASHED LINEN,X-LARGE,BATH - BATH ROBES,2022 SPRING,2022-04-07 00:00:00.000,ARCHIVED,ARCHIVED,139,Sampedro,46.87,46.87,
00004556-001-CK-M-003-B3,Laurel Bed - Tall - CK-M-003 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,CAL-KING,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,783,783,
B121009-05,Organic Resort Cotton Shams - Standard Set (S/2) - Solid Light Grey,BEDDING,SHAMS,LIGHT GREY,ORGANIC RESORT COTTON,STANDARD,BEDDING - SHEETS ETC.,2020 TURKEY,2020-10-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,79,Veritas,31.86,31.86,
00004556-005-KI-S-006-B3,ALPINE BED - LOW - KI-S-006 - SR/SL,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,398,398,
P84044-05-C,Prisha Linen Lumbar Pillow - 14x54 - Clay - Cover,PILLOWS,OVERSIZED LUMBARS,CLAY,PRISHA,"14"" x 54""",PILLOWS - OVERSIZED LUMBARS,2022 SPRING,2022-04-07 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,149,Textile Artisans Guild aka Poornima,17.3,17.3,
00004556-001-CK-W-005-B1,LAUREL BED - TALL - CK-W-005 - HB,FURNITURE,BEDS,,LAUREL,CAL-KING,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,1250,1250,
R141028-04,Padma Washable Rug - 5x8 - Sand,RUGS,AREA,SAND,PADMA,,RUGS - AREA + ROUND,2025 SPRING,,DISCONTINUED,PD - CANCELLED,399,RMC,114,114,
00004556-002-CK-W-001-B3,Laurel Bed - Low - CK-W-001 - SR/SL,FURNITURE,BEDS,WALNUT,LAUREL,CAL-KING,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,307,307,
00004556-004-KI-S-005-B2,DRIFT BED - KI-S-005 - SR/SL,FURNITURE,BEDS,,DRIFT,KING,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,397,397,
SWA-LIB-0006,Furniture Swatch - Fabric - Canyon Clay,FURNITURE,SWATCH,CANYON CLAY,CUSTOM FURNITURE,,FURNITURE - SWATCH,2023 SPRING,2023-03-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,5,E.W. Bredemeier & Company,0.72,0.72,
T13005-01-K,Liso Throw - Cream,BLANKETS,THROWS : DECORATIVE,,,,BLANKETS - THROWS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,275,,,0,
P81008-02-C,Naga Lumbar Pillow - 14x48 - Brick - Cover,PILLOWS,OVERSIZED LUMBARS,BRICK,NAGA,"14"" x 48""",PILLOWS - OVERSIZED LUMBARS,2020 FALL,2020-09-15 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,199,Heirloom Naga,27,27,
P122007-01-C,Golondrina Lumbar Pillow - 12x48 - Spice - Cover,PILLOWS,OVERSIZED LUMBARS,SPICE,GOLONDRINA,"12"" x 48""",PILLOWS - OVERSIZED LUMBARS,2022 FALL,2022-09-14 00:00:00.000,ARCHIVED,ARCHIVED,479,Y'abal,190,190,
B86002-21,Stonewashed Linen Fitted Sheet - Queen - Sand Wide Stripe,BEDDING,FITTED SHEETS,SAND WIDE STRIPE,STONEWASHED LINEN,QUEEN,BEDDING - SHEETS ETC.,2022 MAY,2022-05-17 00:00:00.000,ARCHIVED,ARCHIVED,149,Sampedro,37.06,37.06,
00004556-003-KI-M-002-B3,Ridge Bed - KI-M-002 - SR/SL,FURNITURE,BEDS,MAPLE,RIDGE,KING,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,355,355,
T58036-01,Novela Alpaca Throw - Indigo,BLANKETS,THROWS : ALPACA,INDIGO,NOVELA,,BLANKETS - THROWS,2021 FALL,2021-09-14 00:00:00.000,ARCHIVED,ARCHIVED,179,ALLPA,64,64,
R93029-03,Tarla Accent Rug - 3x5 - Ecru,RUGS,ACCENT,ECRU,TARLA,,RUGS - ACCENT,CANCELLED,,ARCHIVED,PD - CANCELLED,395,Qayyum,97.5,97.5,
00004556-002-QU-M-001-B3,Laurel Bed - Low - QU-M-001 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,QUEEN,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,297,297,
P141010-01-C,Lalia Pillow - 20x20 - Mushroom - Cover,PILLOWS,SQUARE,MUSHROOM,LALIA,"20"" x 20""",PILLOWS - ACCENT,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,149,RMC,20,20,
S83006-02-C,Kayan Nightstand - Mindi & Cane (Left Open),FURNITURE,ACCENT TABLES,MINDI & CANE,KAYAN,,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,599,Djalin,206.11,206.11,
R120002-01,Neena Area Rug - 5x8 - Flax,RUGS,AREA,FLAX,NEENA,5' x 8',RUGS - AREA + ROUND,2020 FALL,2020-09-15 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,799,Master Weave Inc,183.43,183.43,
D101001-02-K,Imabari Waffle Towel Set,BATH,TOWEL : BATH TOWEL SET,,,,BATH - TOWELS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
B86010-23,Stonewashed Linen Shams - King Set (S/2) - Sand Gingham,BEDDING,SHAMS,SAND GINGHAM,STONEWASHED LINEN,KING,BEDDING - SHEETS ETC.,2022 AUG GINGHAM,2022-08-09 00:00:00.000,ARCHIVED,ARCHIVED,99,Sampedro,29.1,29.1,
B86002-34,Stonewashed Linen Sheet Set - Queen - Aubergine,BEDDING,SHEET SETS,AUBERGINE,STONEWASHED LINEN,,BEDDING - SHEETS ETC.,2025 FALL,,ARCHIVED,PD - CANCELLED,299,Sampedro (EUR),95.01,110.6362947,
R93031-07,Amyra Area Rug - 9x12 - Ecru,RUGS,AREA,ECRU,AMYRA,9' x 12',RUGS - AREA + ROUND,2023 SPRING,2023-04-11 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,2399,Qayyum,335.1,335.1,
TP53007-02-Q4,Halston Bowls,TABLEWARE,DINNERWARE,,,,TABLEWARE,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,140,,,0,
R93044-08,Natali Cowhide Area Rug - 10x14 - Tan,RUGS,AREA,TAN,NATALI,10' x 14',RUGS - AREA + ROUND,2024 FALL,2024-09-24 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,3199,Qayyum,532,532,
A65039-01,Tangier By Hazel & Pine - 12x12 - Print Only,ACCENTS,ART,MULTI/MIXED,HAZEL & PINE,"12"" x 12""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,99,"Simply Framed, Inc",40.4,40.4,
PROD-002,PRODUCT SAMPLE 2,Z. MISCELLANEOUS,PRODUCT SAMPLES,,PRODUCT SAMPLES,,Z. MISC,,,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,,Made and Modern,1135,1135,
R54023-03,Alban Accent Rug - 2x3 - Sienna,RUGS,ACCENT,SIENNA,ALBAN,2' x 3',RUGS - ACCENT,UNKNOWN,2021-04-21 00:00:00.000,ARCHIVED,ARCHIVED,179,Vida Nueva (MXN),1700,85.279289674,
P56017-01-C,La Duna Pillow - 20x20 - Cream - Cover,PILLOWS,SQUARE,CREAM,LA DUNA,"20"" x 20""",PILLOWS - ACCENT,2019 FALL,2019-09-26 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,199,Wayra,40,40,
D60004-01-Q3,Nala Soapstone Vase - S/3,ACCENTS,VASES,,,,ACCENTS - PLANTERS & VASES,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
B86100-13,Stonewashed Linen Bed Bundle (S/7) - Full - Earth Series,BEDDING,BED BUNDLES,EARTH - OLIVE & SAND STRIPE,STONEWASHED LINEN,FULL,BEDDING - SHEETS ETC.,2022 JUNE,2022-06-01 00:00:00.000,ARCHIVED,ARCHIVED,677,Sampedro,201.45,201.45,
B86016-09-K,Stonewashed Linen Bed Bundle (S/7) - Cal-King - Sienna,BEDDING,BED BUNDLES,SIENNA,STONEWASHED LINEN,CAL-KING,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Sampedro,0,0,
D67002-01,Dara Indigo Stocking,ACCENTS,HOLIDAY,INDIGO,HOLIDAY,,HOLIDAY,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,99,Aissata,30,30,
00004556-008-KI-S-001-B2,SUMMIT BED - KI-S-001 - FB,FURNITURE,BEDS,,SUMMIT,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,302,302,
P68013-01-C,Semanie Mud Cloth Pillow - 18x18 - Olive - Cover,PILLOWS,SQUARE,OLIVE,SEMANIE,"18"" x 18""",PILLOWS - ACCENT,2019 SPRING,2019-03-12 00:00:00.000,ARCHIVED,ARCHIVED,129,Ndomo Studios,8,8,
B121011-06-Q2,Organic Resort Cotton Euro Shams - S/2 - Slate Blue,BEDDING,SHAMS,SLATE BLUE,ORGANIC RESORT COTTON,EURO,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Veritas,0,0,
R120035-04,Adini Area Rug - 5x8 - Sand,RUGS,AREA,SAND,ADINI,,RUGS - AREA + ROUND,CANCELLED,,ARCHIVED,PD - CANCELLED,895,Raj Overseas,346.84,346.84,
00004556-002-CK-W-003-B3,Laurel Bed - Low - CK-W-003 - SR/SL,FURNITURE,BEDS,WALNUT,LAUREL,CAL-KING,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,783,783,
D121001-02-Q2,Organic Plush Towels - 2 Bath Sheets - Light Grey,BATH,TOWEL : BATH SHEET,LIGHT GREY,ORGANIC PLUSH,,BATH - TOWELS,2020 TURKEY,2020-10-07 00:00:00.000,ARCHIVED,ARCHIVED,119,Veritas,45.84,45.84,
R120023-04,Vihan Area Rug - 9x12 - Sand,RUGS,AREA,SAND,VIHAN,9' x 12',RUGS - AREA + ROUND,2022 FALL - EARLY,2022-08-23 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1899,Raj Overseas,490.25,490.25,
B86005-06-K,Stonewashed Linen Bed Bundle (S/7) - Queen - Charcoal,BEDDING,BED BUNDLES,CHARCOAL,STONEWASHED LINEN,QUEEN,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Sampedro,0,0,
B121003-05,Organic Resort Cotton Sheet Set - King - Solid Light Grey,BEDDING,SHEET SETS,LIGHT GREY,ORGANIC RESORT COTTON,KING,BEDDING - SHEETS ETC.,2020 TURKEY,2020-10-07 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,269,Veritas,100.81,100.81,
b117001-54,Stonewashed Organic Cotton Percale Bedding - Swatch Card - Terracotta,BEDDING,SWATCH,TERRACOTTA,ORGANIC COTTON PERCALE,,BEDDING - SWATCH,2026 SPRING,2026-03-10 00:00:00.000,PRE-INTRO,PD - APPROVED,3,Synergy Lifestyles PVT. LTD.,0.72,0.72,
R93040-08,Panavi Jute Area Rug - 10x14 - Natural,RUGS,AREA,NATURAL,PANAVI,10' x 14',RUGS - AREA + ROUND,2024 SUMMER,2024-06-18 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,1799,Qayyum,343.3,343.3,
00004556-009-CK-S-002-B3,SIERRA BED - CK-S-002 - SR/SL,FURNITURE,BEDS,,SIERRA,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,420,420,
00004556-002-TW-W-005-B3,LAUREL BED - LOW - TW-W-005 - SR/SL,FURNITURE,BEDS,,LAUREL,TWIN,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,301,301,
00004556-002-TW-W-005-B2,LAUREL BED - LOW - TW-W-005 - FB,FURNITURE,BEDS,,LAUREL,TWIN,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,297,297,
D86006-03,Stonewashed Linen Bath Robe - Graphite Thin Stripe - X-Large,BATH,BATH ROBES,GRAPHITE THIN STRIPE,STONEWASHED LINEN,X-LARGE,BATH - BATH ROBES,2022 SPRING,2022-04-07 00:00:00.000,ARCHIVED,ARCHIVED,139,Sampedro,46.87,46.87,
PROD-001,PRODUCT SAMPLE 1,Z. MISCELLANEOUS,PRODUCT SAMPLES,,PRODUCT SAMPLES,,Z. MISC,,,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,,Made and Modern,1375,1375,
P56065-01-C,Domingo Pillow - 20x20 - Black - Cover,PILLOWS,SQUARE,BLACK,DOMINGO,"20"" x 20""",PILLOWS - ACCENT,2021 HOLIDAY,2021-10-20 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,199,Wayra,46,46,
R106001-08,Akshay Area Rug - 10x14,RUGS,AREA,GREY,AKSHAY,10' x 14',RUGS - AREA + ROUND,2022 SPRING,2022-04-07 00:00:00.000,ARCHIVED,ARCHIVED,2599,Rich Class Decor,575.4,575.4,
R141002-08,Sabita Wool Hand-Knotted Area Rug - 10x14 - Sand,RUGS,AREA,SAND,SABITA,10' x 14',RUGS - AREA + ROUND,2023 FALL,2023-09-12 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,2999,RMC,770,770,
D126001-05,Kilim Rug Stocking Style 5,ACCENTS,HOLIDAY,MULTI/MIXED,HOLIDAY,,HOLIDAY,2022 HOLIDAY,2022-10-14 00:00:00.000,ARCHIVED,ARCHIVED,119,Kirkit Rugs,27,27,
00004556-001-QU-M-001-B2,Laurel Bed - Tall - QU-M-001 - FB,FURNITURE,BEDS,MAPLE,LAUREL,QUEEN,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,329,329,
B117001-52,Stonewashed Linen Bedding - Swatch Card - Eucalyptus,BEDDING,SWATCH,EUCALYPTUS,STONEWASHED LINEN,,BEDDING - SWATCH,2026 SPRING,2026-03-10 00:00:00.000,PRE-INTRO,PD - APPROVED,3,Sampedro (EUR),2.576279337,3,
A65041-01,Tangier By Hazel & Pine - 30x30 - Print Only,ACCENTS,ART,MULTI/MIXED,HAZEL & PINE,"30"" x 30""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,329,"Simply Framed, Inc",92.1,92.1,
00004556-001-TW-W-005-B1,LAUREL BED - TALL - TW-W-005 - HB,FURNITURE,BEDS,,LAUREL,TWIN,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,852,852,
